Timestamp,Coffees,Name,Time,Hour
01/11/2011 15:07,1796,Mike M,1320174420,15
01/11/2011 15:19,1798,Q,1320175140,15
02/11/2011 10:56,1834,Q,1320245760,10
03/11/2011 09:52,1884,Colm,1320328320,9
04/11/2011 10:41,1973,Q,1320417660,10
04/11/2011 13:22,1985,Q,1320427320,13
08/11/2011 13:32,2090,Q,1320777120,13
08/11/2011 15:08,2105,Q,1320782880,15
09/11/2011 12:09,2145,Q,1320858540,12
09/11/2011 13:57,2162,Q,1320865020,13
10/11/2011 10:26,2201,Mike,1320938760,10
10/11/2011 15:36,2237,Q,1320957360,15
10/11/2011 15:52,2240,Q,1320958320,15
11/11/2011 10:27,2264,Mike,1321025220,10
11/11/2011 11:13,2273,Q,1321027980,11
11/11/2011 12:19,2276,Q,1321031940,12
11/11/2011 13:29,2286,Q,1321036140,13
14/11/2011 10:53,2325,Mike,1321285980,10
14/11/2011 19:21,2364,Colm,1321316460,19
15/11/2011 10:32,2376,Mike,1321371120,10
15/11/2011 15:04,2412,Sergio,1321387440,15
15/11/2011 16:00,2417,Mike,1321390800,16
16/11/2011 09:24,2428,Mike,1321453440,9
16/11/2011 09:58,2436,Q,1321455480,9
16/11/2011 12:57,2472,Q,1321466220,12
17/11/2011 11:24,2522,Mike,1321547040,11
17/11/2011 13:59,2545,Mike,1321556340,13
18/11/2011 11:15,2589,Mike,1321632900,11
18/11/2011 16:05,2612,Sergio,1321650300,16
20/11/2011 14:20,2625,Sergio,1321816800,14
21/11/2011 09:21,2638,Mike,1321885260,9
21/11/2011 10:06,2645,Sergio,1321887960,10
21/11/2011 11:34,2651,Mike,1321893240,11
21/11/2011 11:40,2652,Q,1321893600,11
21/11/2011 14:07,2670,Q,1321902420,14
23/11/2011 09:33,2765,Mike,1322058780,9
23/11/2011 09:45,2768,Q,1322059500,9
23/11/2011 12:31,2794,Q,1322069460,12
24/11/2011 11:27,2873,Q,1322152020,11
24/11/2011 13:33,2886,Q,1322159580,13
24/11/2011 14:13,2895,Arturo,1322161980,14
24/11/2011 15:00,2900,Q,1322164800,15
28/11/2011 09:41,2944,Mike,1322491260,9
30/11/2011 13:20,3083,Q,1322677200,13
01/12/2011 11:12,3128,Mike,1322755920,11
03/12/2011 17:02,3213,Sergio,1322949720,17
05/12/2011 14:53,3260,Q,1323114780,14
06/12/2011 10:36,3292,Q,1323185760,10
06/12/2011 11:29,3302,Sergio,1323188940,11
06/12/2011 13:57,3318,Q,1323197820,13
07/12/2011 10:37,3364,Q,1323272220,10
07/12/2011 11:33,3379,Q,1323275580,11
07/12/2011 15:02,3408,Q,1323288120,15
08/12/2011 13:56,3467,Q,1323370560,13
09/12/2011 10:32,3493,Q,1323444720,10
09/12/2011 15:47,3527,Q,1323463620,15
09/12/2011 17:29,3530,Q,1323469740,17
12/12/2011 09:30,3556,Mike,1323700200,9
12/12/2011 13:42,3583,Mike,1323715320,13
13/12/2011 10:08,3609,Q,1323788880,10
13/12/2011 13:32,3640,Sergio,1323801120,13
13/12/2011 13:36,3641,Q,1323801360,13
13/12/2011 15:09,3649,Q,1323806940,15
19/12/2011 12:09,3782,Q,1324314540,12
11/01/2012 14:42,4131,Mike,1326310920,14
11/01/2012 17:13,4140,Sergio,1326319980,17
13/01/2012 10:31,4225,Q,1326468660,10
13/01/2012 14:59,4269,Sergio,1326484740,14
16/01/2012 09:58,4311,Q,1326725880,9
16/01/2012 11:58,4327,Q,1326733080,11
16/01/2012 13:51,4345,Q,1326739860,13
16/01/2012 15:28,4351,Q,1326745680,15
18/01/2012 11:14,4447,Q,1326903240,11
18/01/2012 14:28,4471,Q,1326914880,14
18/01/2012 18:02,4488,Q,1326927720,18
20/01/2012 15:11,4606,Sergio,1327090260,15
21/01/2012 13:48,4622,Sergio,1327171680,13
23/01/2012 11:51,4680,Q,1327337460,11
23/01/2012 13:15,4687,Q,1327342500,13
24/01/2012 10:29,4723,Q,1327418940,10
25/01/2012 09:44,4772,Q,1327502640,9
25/01/2012 10:03,4779,Sergio,1327503780,10
26/01/2012 10:18,4862,Q,1327591080,10
26/01/2012 13:02,4880,Q,1327600920,13
27/01/2012 10:33,4923,Q,1327678380,10
27/01/2012 11:01,4928,Sergio,1327680060,11
27/01/2012 14:23,4946,Q,1327692180,14
28/01/2012 13:35,4956,Q,1327775700,13
30/01/2012 09:02,4986,Sergio,1327932120,9
30/01/2012 10:05,4999,Q,1327935900,10
30/01/2012 13:30,5027,Q,1327948200,13
01/02/2012 09:21,5105,Q,1328106060,9
01/02/2012 12:31,5135,Sergio,1328117460,12
01/02/2012 13:30,5144,Q,1328121000,13
01/02/2012 16:21,5153,Q,1328131260,16
02/02/2012 10:10,5189,Q,1328195400,10
02/02/2012 13:36,5214,Q,1328207760,13
03/02/2012 12:24,5264,Q,1328289840,12
03/02/2012 15:38,5278,Q,1328301480,15
04/02/2012 11:48,5291,Q,1328374080,11
04/02/2012 14:55,5296,Sergio,1328385300,14
05/02/2012 13:40,5302,Sergio,1328467200,13
05/02/2012 15:33,5306,Q,1328473980,15
06/02/2012 07:45,5311,Sergio,1328532300,7
06/02/2012 10:55,5333,Q,1328543700,10
06/02/2012 11:34,5339,Mike,1328546040,11
06/02/2012 12:42,5350,Q,1328550120,12
06/02/2012 17:50,5383,Q,1328568600,17
08/02/2012 11:17,5475,Q,1328717820,11
10/02/2012 07:44,5589,Q,1328877840,7
10/02/2012 12:52,5614,Q,1328896320,12
10/02/2012 16:32,5637,Q,1328909520,16
11/02/2012 12:35,5640,Q,1328981700,12
12/02/2012 13:45,5657,Sergio,1329072300,13
13/02/2012 16:31,5731,Sergio,1329168660,16
17/02/2012 13:38,5968,Q,1329503880,13
19/02/2012 15:29,6011,Sergio,1329683340,15
20/02/2012 12:13,6055,Q,1329757980,12
20/02/2012 17:12,6093,Sergio,1329775920,17
21/02/2012 08:49,6100,Sergio,1329832140,8
22/02/2012 09:54,6165,Q,1329922440,9
22/02/2012 13:23,6195,Q,1329934980,13
22/02/2012 16:05,6215,Q,1329944700,16
22/02/2012 16:08,6216,Sergio,1329944880,16
23/02/2012 15:57,6292,Q,1330030620,15
24/02/2012 13:44,6342,Q,1330109040,13
25/02/2012 16:39,6368,Q,1330205940,16
27/02/2012 08:42,6384,Sergio,1330350120,8
27/02/2012 15:35,6432,Q,1330374900,15
28/02/2012 11:13,6468,Sergio,1330445580,11
29/02/2012 09:27,6519,Q,1330525620,9
29/02/2012 12:57,6555,Q,1330538220,12
01/03/2012 10:07,6608,Sergio,1330614420,10
01/03/2012 14:24,6652,Q,1330629840,14
02/03/2012 15:13,6719,Q,1330719180,15
04/03/2012 15:07,6747,Sergio,1330891620,15
06/03/2012 11:13,6836,Sergio,1331050380,11
07/03/2012 12:50,6889,Sergio,1331142600,12
08/03/2012 12:59,6962,Sergio,1331229540,12
09/03/2012 12:45,7028,Sergio,1331315100,12
12/03/2012 10:17,7107,Q,1331561820,10
12/03/2012 12:07,7117,Sergio,1331568420,12
12/03/2012 17:28,7153,Q,1331587680,17
04/04/2012 09:48,7177,Mike,1333547280,9
04/04/2012 11:12,7193,Q,1333552320,11
04/04/2012 13:33,7201,Mike,1333560780,13
04/04/2012 17:00,7216,Q,1333573200,17
04/04/2012 17:02,7216,Sergio,1333573320,17
05/04/2012 10:39,7230,Q,1333636740,10
05/04/2012 11:59,7233,Q,1333641540,11
10/04/2012 09:51,7294,Mike,1334065860,9
10/04/2012 10:45,7297,Q,1334069100,10
10/04/2012 13:55,7303,Q,1334080500,13
11/04/2012 11:37,7323,Q,1334158620,11
26/04/2012 16:45,7358,Sergio,1335473100,16
26/04/2012 17:59,7362,Q,1335477540,17
27/04/2012 11:03,7383,Q,1335538980,11
27/04/2012 13:16,7387,Q,1335546960,13
30/04/2012 08:58,7442,Q,1335790680,8
30/04/2012 13:15,7460,Q,1335806100,13
30/04/2012 14:54,7471,Q,1335812040,14
01/05/2012 14:11,7513,Sergio,1335895860,14
02/05/2012 12:00,7551,Q,1335974400,12
02/05/2012 13:25,7557,Q,1335979500,13
03/05/2012 12:14,7595,Q,1336061640,12
03/05/2012 13:13,7601,Q,1336065180,13
04/05/2012 11:08,7636,Sergio,1336144080,11
07/05/2012 10:17,7686,Sergio,1336400220,10
07/05/2012 12:56,7692,Sergio,1336409760,12
07/05/2012 13:31,7696,Q,1336411860,13
07/05/2012 18:20,7719,Q,1336429200,18
08/05/2012 11:34,7745,Q,1336491240,11
08/05/2012 11:47,7749,Q,1336492020,11
09/05/2012 12:54,7823,Q,1336582440,12
09/05/2012 14:10,7838,Q,1336587000,14
09/05/2012 16:55,7862,Stefano,1336596900,16
10/05/2012 12:12,7897,Q,1336666320,12
10/05/2012 15:44,7932,Q,1336679040,15
10/05/2012 17:59,7938,Stefano,1336687140,17
11/05/2012 15:40,7974,Mike,1336765200,15
12/05/2012 09:50,7981,Colm,1336830600,9
14/05/2012 10:02,8004,Mike,1337004120,10
14/05/2012 12:23,8018,Q,1337012580,12
14/05/2012 15:27,8039,Q,1337023620,15
15/05/2012 09:07,8055,Q,1337087220,9
15/05/2012 09:19,8056,Mike,1337087940,9
15/05/2012 13:06,8078,Q,1337101560,13
15/05/2012 13:42,8083,Mike,1337103720,13
16/05/2012 09:17,8109,Mike,1337174220,9
16/05/2012 10:25,8119,Sergio,1337178300,10
16/05/2012 13:24,8137,Q,1337189040,13
16/05/2012 16:05,8148,Q,1337198700,16
16/05/2012 16:57,8151,Sergio,1337201820,16
17/05/2012 09:22,8157,Mike,1337260920,9
17/05/2012 13:02,8179,Q,1337274120,13
17/05/2012 14:25,8192,Q,1337279100,14
17/05/2012 18:48,8205,Q,1337294880,18
18/05/2012 09:19,8213,Mike,1337347140,9
18/05/2012 12:57,8231,Q,1337360220,12
18/05/2012 13:14,8232,Mike,1337361240,13
20/05/2012 14:00,8261,Sergio,1337536800,14
21/05/2012 09:15,8267,Mike,1337606100,9
21/05/2012 14:40,8295,Q,1337625600,14
22/05/2012 10:08,8319,Q,1337695680,10
22/05/2012 13:23,8330,Q,1337707380,13
24/05/2012 09:23,8387,Mike,1337865780,9
24/05/2012 13:23,8403,Mike,1337880180,13
24/05/2012 15:51,8413,Q,1337889060,15
25/05/2012 09:19,8429,Mike,1337951940,9
25/05/2012 11:10,8435,Sergio,1337958600,11
25/05/2012 11:55,8440,Q,1337961300,11
25/05/2012 12:34,8445,Mike,1337963640,12
26/05/2012 15:40,8473,Q,1338061200,15
28/05/2012 09:16,8493,Mike,1338210960,9
28/05/2012 12:57,8513,Mike,1338224220,12
28/05/2012 19:24,8532,Mike,1338247440,19
29/05/2012 11:07,8554,Mike,1338304020,11
29/05/2012 13:29,8572,Mike,1338312540,13
31/05/2012 09:09,8666,Mike,1338469740,9
31/05/2012 12:41,8682,Mike,1338482460,12
31/05/2012 17:24,8714,Mike,1338499440,17
01/06/2012 09:20,8719,Mike,1338556800,9
01/06/2012 13:27,8762,Mike,1338571620,13
01/06/2012 18:50,8776,Mike,1338591000,18
04/06/2012 08:42,8799,Colm,1338813720,8
04/06/2012 12:24,8804,Sergio,1338827040,12
04/06/2012 13:25,8806,Q,1338830700,13
04/06/2012 15:09,8814,Q,1338836940,15
05/06/2012 15:29,8840,Sergio,1338924540,15
05/06/2012 16:56,8844,Sergio,1338929760,16
06/06/2012 09:18,8851,Mike,1338988680,9
06/06/2012 10:20,8856,Sergio,1338992400,10
06/06/2012 13:33,8874,Mike,1339003980,13
06/06/2012 15:42,8885,Mike,1339011720,15
07/06/2012 08:44,8897,Sergio,1339073040,8
07/06/2012 09:30,8898,Mike,1339075800,9
07/06/2012 13:36,8926,Mike,1339090560,13
07/06/2012 17:32,8945,Q,1339104720,17
07/06/2012 19:11,8947,Mike,1339110660,19
08/06/2012 09:53,8959,Q,1339163580,9
08/06/2012 10:04,8962,Mike,1339164240,10
08/06/2012 11:55,8972,Q,1339170900,11
10/06/2012 16:10,9008,Sergio,1339359000,16
11/06/2012 09:13,9019,Mike,1339420380,9
11/06/2012 12:41,9042,Q,1339432860,12
11/06/2012 13:25,9049,Mike,1339435500,13
11/06/2012 14:59,9066,Q,1339441140,14
11/06/2012 16:01,9069,Mike,1339444860,16
11/06/2012 19:08,9079,Q,1339456080,19
12/06/2012 08:15,9084,Q,1339503300,8
15/06/2012 12:40,9134,Mike,1339778400,12
15/06/2012 12:43,9134,Q,1339778580,12
17/06/2012 13:43,9165,Colm,1339954980,13
17/06/2012 17:44,9172,Q,1339969440,17
18/06/2012 09:12,9175,Q,1340025120,9
18/06/2012 13:02,9189,Q,1340038920,13
18/06/2012 17:55,9204,Q,1340056500,17
19/06/2012 11:28,9217,Q,1340119680,11
20/06/2012 12:49,9249,Q,1340210940,12
26/06/2012 11:18,9370,Q,1340723880,11
26/06/2012 15:05,9384,Q,1340737500,15
26/06/2012 19:35,9391,Q,1340753700,19
27/06/2012 12:06,9407,Q,1340813160,12
28/06/2012 11:46,9433,Q,1340898360,11
28/06/2012 17:42,9463,Q,1340919720,17
29/06/2012 09:17,9469,Q,1340975820,9
29/06/2012 16:47,9499,Q,1341002820,16
02/07/2012 12:12,9530,Q,1341245520,12
02/07/2012 17:09,9548,Q,1341263340,17
03/07/2012 12:17,9567,Q,1341332220,12
03/07/2012 16:09,9579,Q,1341346140,16
04/07/2012 09:58,9594,Mike,1341410280,9
04/07/2012 12:49,9606,Q,1341420540,12
04/07/2012 13:42,9611,Mike,1341423720,13
05/07/2012 09:16,9624,Mike,1341494160,9
05/07/2012 12:08,9638,Q,1341504480,12
05/07/2012 16:12,9650,Sergio,1341519120,16
06/07/2012 13:24,9669,Mike,1341595440,13
06/07/2012 18:03,9676,Sergio,1341612180,18
07/07/2012 17:12,9683,Sergio,1341695520,17
08/07/2012 12:03,9684,Colm,1341763380,12
09/07/2012 09:20,9690,Mike,1341840000,9
09/07/2012 12:15,9708,Q,1341850500,12
09/07/2012 14:20,9720,Mike,1341858000,14
10/07/2012 09:12,9739,Mike,1341925920,9
10/07/2012 13:36,9756,Mike,1341941760,13
11/07/2012 09:11,9773,Mike,1342012260,9
12/07/2012 09:21,9803,Mike,1342099260,9
13/07/2012 09:19,9830,Mike,1342185540,9
13/07/2012 13:59,9836,Mike,1342202340,13
16/07/2012 12:53,9864,Sergio,1342457580,12
16/07/2012 16:57,9878,Mike,1342472220,16
17/07/2012 09:16,9886,Mike,1342530960,9
20/07/2012 09:20,9978,Mike,1342790400,9
25/07/2012 09:16,10053,Mike,1343222160,9
25/07/2012 10:39,10058,Q,1343227140,10
25/07/2012 10:54,10062,Mike,1343228040,10
25/07/2012 14:32,10069,Sergio,1343241120,14
26/07/2012 09:58,10077,Mike,1343311080,9
26/07/2012 11:39,10082,Sergio,1343317140,11
26/07/2012 13:38,10085,Mike,1343324280,13
27/07/2012 09:16,10091,Mike,1343394960,9
27/07/2012 11:16,10094,Mike,1343402160,11
28/07/2012 20:08,10109,Mike,1343520480,20
30/07/2012 11:15,10123,Sergio,1343661300,11
30/07/2012 13:35,10128,Mike,1343669700,13
30/07/2012 16:10,10135,Sergio,1343679000,16
31/07/2012 13:26,10148,Mike,1343755560,13
01/08/2012 13:13,10168,Mike,1343841180,13
01/08/2012 14:23,10176,Sergio,1343845380,14
02/08/2012 09:16,10184,Mike,1343913360,9
02/08/2012 13:18,10191,Mike,1343927880,13
02/08/2012 15:46,10198,Sergio,1343936760,15
03/08/2012 14:35,10216,Sergio,1344018900,14
05/08/2012 16:35,10232,Colm,1344198900,16
06/08/2012 11:08,10241,Q,1344265680,11
06/08/2012 11:20,10242,Mike,1344266400,11
06/08/2012 13:18,10250,Mike,1344273480,13
06/08/2012 13:37,10253,Q,1344274620,13
07/08/2012 10:38,10268,Q,1344350280,10
07/08/2012 13:02,10276,Mike,1344358920,13
08/08/2012 09:28,10289,Mike,1344432480,9
08/08/2012 12:26,10301,Q,1344443160,12
08/08/2012 13:19,10306,Mike,1344446340,13
08/08/2012 13:34,10307,Q,1344447240,13
08/08/2012 15:49,10315,Q,1344455340,15
09/08/2012 10:44,10320,Sergio,1344523440,10
09/08/2012 11:40,10329,Q,1344526800,11
09/08/2012 13:10,10335,Q,1344532200,13
09/08/2012 13:25,10336,Mike,1344533100,13
09/08/2012 15:10,10345,Q,1344539400,15
13/08/2012 09:36,10368,Mike,1344864960,9
13/08/2012 13:46,10382,Mike,1344879960,13
14/08/2012 09:23,10399,Mike,1344950580,9
14/08/2012 10:46,10403,Sergio,1344955560,10
14/08/2012 14:23,10413,Q,1344968580,14
14/08/2012 19:05,10420,Q,1344985500,19
15/08/2012 09:27,10423,Mike,1345037220,9
15/08/2012 14:16,10441,Sergio,1345054560,14
16/08/2012 09:16,10451,Mike,1345122960,9
16/08/2012 15:42,10470,Mike,1345146120,15
17/08/2012 09:26,10474,Mike,1345209960,9
17/08/2012 13:15,10484,Mike,1345223700,13
20/08/2012 09:28,10496,Mike,1345469280,9
20/08/2012 14:10,10506,Mike,1345486200,14
21/08/2012 10:06,10517,Sergio,1345557960,10
21/08/2012 13:01,10531,Mike,1345568460,13
21/08/2012 16:05,10544,Q,1345579500,16
22/08/2012 09:57,10548,Mike,1345643820,9
22/08/2012 13:52,10563,Q,1345657920,13
23/08/2012 09:17,10569,Q,1345727820,9
23/08/2012 13:00,10577,Q,1345741200,13
23/08/2012 13:16,10581,Mike,1345742160,13
24/08/2012 15:32,10600,Sergio,1345836720,15
25/08/2012 15:11,10605,Sergio,1345921860,15
27/08/2012 09:55,10609,Q,1346075700,9
27/08/2012 13:53,10616,Q,1346089980,13
28/08/2012 10:48,10635,Q,1346165280,10
29/08/2012 13:34,10686,Q,1346261640,13
30/08/2012 09:33,10697,Mike,1346333580,9
30/08/2012 13:38,10707,Q,1346348280,13
30/08/2012 17:36,10718,Q,1346362560,17
31/08/2012 09:24,10723,Mike,1346419440,9
31/08/2012 11:21,10728,Sergio,1346426460,11
31/08/2012 13:53,10736,Q,1346435580,13
31/08/2012 15:20,10743,Q,1346440800,15
01/09/2012 14:13,10750,Q,1346523180,14
01/09/2012 17:43,10756,Sergio,1346535780,17
03/09/2012 12:19,10775,Q,1346689140,12
03/09/2012 16:15,10795,Q,1346703300,16
04/09/2012 11:43,10811,Q,1346773380,11
04/09/2012 14:52,10830,Mike,1346784720,14
05/09/2012 09:28,10842,Mike,1346851680,9
05/09/2012 14:06,10852,Q,1346868360,14
05/09/2012 14:48,10856,Q,1346870880,14
06/09/2012 13:15,10878,Mike,1346951700,13
07/09/2012 09:20,10901,Mike,1347024000,9
07/09/2012 09:49,10905,Sergio,1347025740,9
07/09/2012 13:40,10922,Q,1347039600,13
07/09/2012 16:53,10933,Q,1347051180,16
10/09/2012 09:30,10955,Mike,1347283800,9
10/09/2012 13:30,10969,Mike,1347298200,13
10/09/2012 17:21,10983,Q,1347312060,17
11/09/2012 13:11,11001,Q,1347383460,13
12/09/2012 17:05,11042,Q,1347483900,17
13/09/2012 11:07,11058,Q,1347548820,11
13/09/2012 13:15,11064,Q,1347556500,13
13/09/2012 14:51,11067,Q,1347562260,14
14/09/2012 07:38,11076,Q,1347622680,7
14/09/2012 11:35,11087,Sergio,1347636900,11
15/09/2012 13:28,11109,Q,1347730080,13
15/09/2012 18:53,11112,Q,1347749580,18
17/09/2012 09:37,11120,Mike,1347889020,9
17/09/2012 13:09,11135,Mike,1347901740,13
18/09/2012 10:22,11153,Mike,1347978120,10
19/09/2012 14:48,11191,Sergio,1348080480,14
20/09/2012 09:45,11203,Mike,1348148700,9
20/09/2012 13:04,11214,Mike,1348160640,13
21/09/2012 10:15,11235,Sergio,1348236900,10
21/09/2012 11:51,11243,Mike,1348242660,11
21/09/2012 12:56,11246,Mike,1348246560,12
24/09/2012 13:13,11286,Q,1348506780,13
24/09/2012 13:39,11290,Mike,1348508340,13
24/09/2012 15:21,11302,Q,1348514460,15
25/09/2012 11:10,11324,Q,1348585800,11
25/09/2012 15:38,11346,Q,1348601880,15
26/09/2012 09:28,11354,Mike,1348666080,9
26/09/2012 12:36,11374,Q,1348677360,12
26/09/2012 16:02,11405,Mike,1348689720,16
27/09/2012 10:00,11418,Mike,1348754400,10
27/09/2012 11:50,11439,Q,1348761000,11
27/09/2012 13:32,11443,Q,1348767120,13
28/09/2012 09:22,11467,Mike,1348838520,9
28/09/2012 10:20,11474,Q,1348842000,10
28/09/2012 13:17,11487,Q,1348852620,13
29/09/2012 09:05,11514,Colm,1348923900,9
29/09/2012 15:16,11517,Q,1348946160,15
01/10/2012 09:23,11531,Mike,1349097780,9
01/10/2012 09:58,11535,Sergio,1349099880,9
01/10/2012 12:11,11554,Q,1349107860,12
01/10/2012 13:08,11562,Q,1349111280,13
03/10/2012 17:06,11675,Q,1349298360,17
04/10/2012 08:20,11683,Mike,1349353200,8
04/10/2012 10:40,11701,Q,1349361600,10
04/10/2012 12:43,11711,Mike,1349368980,12
04/10/2012 14:33,11726,Q,1349375580,14
05/10/2012 08:22,11735,Mike,1349439720,8
05/10/2012 12:47,11776,Q,1349455620,12
05/10/2012 13:02,11781,Q,1349456520,13
05/10/2012 15:10,11793,Q,1349464200,15
05/10/2012 17:40,11796,Q,1349473200,17
08/10/2012 13:29,11853,Q,1349717340,13
08/10/2012 13:48,11854,Mike,1349718480,13
08/10/2012 15:03,11861,Q,1349722980,15
09/10/2012 09:44,11881,Mike,1349790240,9
09/10/2012 11:16,11901,Q,1349795760,11
09/10/2012 12:25,11908,Mike,1349799900,12
10/10/2012 10:03,11958,Mike,1349877780,10
10/10/2012 11:03,11970,Q,1349881380,11
10/10/2012 11:53,11980,Q,1349884380,11
10/10/2012 13:10,11989,Q,1349889000,13
10/10/2012 13:45,11995,Q,1349891100,13
10/10/2012 15:50,12013,Mike,1349898600,15
11/10/2012 10:18,12041,Mike,1349965080,10
11/10/2012 12:58,12063,Sergio,1349974680,12
12/10/2012 09:47,12104,Mike,1350049620,9
12/10/2012 10:50,12117,Sergio,1350053400,10
12/10/2012 13:34,12138,Q,1350063240,13
13/10/2012 12:37,12182,Q,1350146220,12
13/10/2012 15:32,12190,Q,1350156720,15
14/10/2012 16:44,12201,Sergio,1350247440,16
15/10/2012 08:44,12203,Sergio,1350305040,8
15/10/2012 10:35,12216,Q,1350311700,10
15/10/2012 13:24,12239,Q,1350321840,13
15/10/2012 14:57,12261,Q,1350327420,14
16/10/2012 12:37,12307,Mike,1350405420,12
17/10/2012 09:50,12336,Mike,1350481800,9
17/10/2012 10:25,12345,Q,1350483900,10
17/10/2012 13:00,12358,Q,1350493200,13
17/10/2012 13:01,12358,Q,1350493260,13
17/10/2012 13:50,12374,Sergio,1350496200,13
18/10/2012 09:44,12411,Mike,1350567840,9
18/10/2012 10:04,12420,Q,1350569040,10
18/10/2012 11:40,12434,Q,1350574800,11
18/10/2012 13:41,12445,Mike,1350582060,13
19/10/2012 10:20,12491,Q,1350656400,10
19/10/2012 16:18,12530,Q,1350677880,16
20/10/2012 14:20,12545,Q,1350757200,14
20/10/2012 16:35,12547,Q,1350765300,16
20/10/2012 16:36,12548,Q,1350765360,16
22/10/2012 10:46,12594,Mike,1350917160,10
22/10/2012 12:08,12608,Q,1350922080,12
22/10/2012 13:28,12614,Q,1350926880,13
22/10/2012 16:39,12636,Q,1350938340,16
23/10/2012 12:43,12673,Mike,1351010580,12
25/10/2012 09:55,12788,Mike,1351173300,9
26/10/2012 16:03,12889,Mike,1351281780,16
30/10/2012 09:36,12982,Mike,1351604160,9
31/10/2012 12:51,13061,Q,1351702260,12
31/10/2012 14:11,13078,Q,1351707060,14
31/10/2012 18:02,13102,Q,1351720920,18
01/11/2012 09:45,13116,Q,1351777500,9
01/11/2012 11:19,13127,Q,1351783140,11
01/11/2012 15:20,13149,Q,1351797600,15
02/11/2012 11:38,13187,Q,1351870680,11
02/11/2012 13:46,13200,Q,1351878360,13
05/11/2012 11:17,13236,Q,1352132220,11
05/11/2012 13:25,13255,Q,1352139900,13
06/11/2012 09:30,13278,Mike,1352212200,9
